# nccl-tests version 2.17.9 nccl-headers=22902 nccl-library=22902
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 2 minBytes 8 maxBytes 134217728 step: 2(factor) warmup iters: 1 iters: 20 agg iters: 1 validation: 1 graph: 0
#
# Using devices
#  Rank  0 Group  0 Pid 4061766 on     oat-02 device  0 [0000:61:00] NVIDIA L40S
#  Rank  1 Group  0 Pid 4061766 on     oat-02 device  1 [0000:e1:00] NVIDIA L40S
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           8             2     float     sum      -1     9.44    0.00    0.00       0     9.17    0.00    0.00       0
          16             4     float     sum      -1    11.28    0.00    0.00       0     9.01    0.00    0.00       0
          32             8     float     sum      -1     9.70    0.00    0.00       0     9.26    0.00    0.00       0
          64            16     float     sum      -1     9.65    0.01    0.01       0     8.95    0.01    0.01       0
         128            32     float     sum      -1     9.58    0.01    0.01       0     9.07    0.01    0.01       0
         256            64     float     sum      -1     9.46    0.03    0.03       0     8.98    0.03    0.03       0
         512           128     float     sum      -1     9.37    0.05    0.05       0     9.28    0.06    0.06       0
        1024           256     float     sum      -1     9.47    0.11    0.11       0     9.16    0.11    0.11       0
        2048           512     float     sum      -1     9.47    0.22    0.22       0     8.94    0.23    0.23       0
        4096          1024     float     sum      -1     9.41    0.44    0.44       0     8.99    0.46    0.46       0
        8192          2048     float     sum      -1     9.35    0.88    0.88       0     8.99    0.91    0.91       0
       16384          4096     float     sum      -1    10.20    1.61    1.61       0     9.57    1.71    1.71       0
       32768          8192     float     sum      -1    12.49    2.62    2.62       0    12.24    2.68    2.68       0
       65536         16384     float     sum      -1    17.60    3.72    3.72       0    17.02    3.85    3.85       0
      131072         32768     float     sum      -1    27.63    4.74    4.74       0    26.89    4.87    4.87       0
      262144         65536     float     sum      -1    40.99    6.39    6.39       0    40.79    6.43    6.43       0
      524288        131072     float     sum      -1    54.66    9.59    9.59       0    54.60    9.60    9.60       0
     1048576        262144     float     sum      -1    89.08   11.77   11.77       0    88.83   11.80   11.80       0
     2097152        524288     float     sum      -1   156.86   13.37   13.37       0   159.02   13.19   13.19       0
     4194304       1048576     float     sum      -1   288.73   14.53   14.53       0   287.19   14.60   14.60       0
     8388608       2097152     float     sum      -1   549.36   15.27   15.27       0   550.19   15.25   15.25       0
    16777216       4194304     float     sum      -1  1084.62   15.47   15.47       0  1081.85   15.51   15.51       0
    33554432       8388608     float     sum      -1  2152.76   15.59   15.59       0  2156.55   15.56   15.56       0
    67108864      16777216     float     sum      -1  4297.55   15.62   15.62       0  4301.91   15.60   15.60       0
   134217728      33554432     float     sum      -1  8571.78   15.66   15.66       0  8576.19   15.65   15.65       0
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 5.91624 
#
# Collective test concluded: all_reduce_perf
#

