# nccl-tests version 2.17.9 nccl-headers=22902 nccl-library=22902
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 4 minBytes 8 maxBytes 134217728 step: 2(factor) warmup iters: 1 iters: 20 agg iters: 1 validation: 1 graph: 0
#
# Using devices
#  Rank  0 Group  0 Pid 4066946 on     oat-02 device  0 [0000:4a:00] NVIDIA L40S
#  Rank  1 Group  0 Pid 4066946 on     oat-02 device  1 [0000:61:00] NVIDIA L40S
#  Rank  2 Group  0 Pid 4066946 on     oat-02 device  2 [0000:ca:00] NVIDIA L40S
#  Rank  3 Group  0 Pid 4066946 on     oat-02 device  3 [0000:e1:00] NVIDIA L40S
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           8             2     float     sum      -1    18.08    0.00    0.00       0    17.11    0.00    0.00       0
          16             4     float     sum      -1    18.20    0.00    0.00       0    17.38    0.00    0.00       0
          32             8     float     sum      -1    17.02    0.00    0.00       0    17.13    0.00    0.00       0
          64            16     float     sum      -1    17.39    0.00    0.01       0    17.21    0.00    0.01       0
         128            32     float     sum      -1    17.32    0.01    0.01       0    17.39    0.01    0.01       0
         256            64     float     sum      -1    17.25    0.01    0.02       0    17.45    0.01    0.02       0
         512           128     float     sum      -1    17.59    0.03    0.04       0    17.32    0.03    0.04       0
        1024           256     float     sum      -1    17.31    0.06    0.09       0    18.18    0.06    0.08       0
        2048           512     float     sum      -1    17.66    0.12    0.17       0    17.19    0.12    0.18       0
        4096          1024     float     sum      -1    17.25    0.24    0.36       0    17.46    0.23    0.35       0
        8192          2048     float     sum      -1    17.34    0.47    0.71       0    17.30    0.47    0.71       0
       16384          4096     float     sum      -1    18.04    0.91    1.36       0    17.47    0.94    1.41       0
       32768          8192     float     sum      -1    17.58    1.86    2.80       0    17.83    1.84    2.76       0
       65536         16384     float     sum      -1    23.03    2.85    4.27       0    22.42    2.92    4.38       0
      131072         32768     float     sum      -1    36.82    3.56    5.34       0    35.89    3.65    5.48       0
      262144         65536     float     sum      -1    68.02    3.85    5.78       0    64.62    4.06    6.08       0
      524288        131072     float     sum      -1    87.27    6.01    9.01       0    86.17    6.08    9.13       0
     1048576        262144     float     sum      -1   127.95    8.20   12.29       0   126.17    8.31   12.47       0
     2097152        524288     float     sum      -1   218.36    9.60   14.41       0   218.22    9.61   14.42       0
     4194304       1048576     float     sum      -1   412.79   10.16   15.24       0   410.03   10.23   15.34       0
     8388608       2097152     float     sum      -1   842.75    9.95   14.93       0   834.47   10.05   15.08       0
    16777216       4194304     float     sum      -1  1716.89    9.77   14.66       0  1707.18    9.83   14.74       0
    33554432       8388608     float     sum      -1  3379.27    9.93   14.89       0  3385.59    9.91   14.87       0
    67108864      16777216     float     sum      -1  6729.21    9.97   14.96       0  6696.28   10.02   15.03       0
   134217728      33554432     float     sum      -1  13310.5   10.08   15.13       0  13287.0   10.10   15.15       0
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 5.88455 
#
# Collective test concluded: all_reduce_perf
#

