# nccl-tests version 2.17.8 nccl-headers=22403 nccl-library=22403
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 1 minBytes 1048576 maxBytes 268435456 step: 1048576(bytes) warmup iters: 1 iters: 20 agg iters: 1 validation: 1 graph: 0
#
# Using devices
# nccl-tests version 2.17.8 nccl-headers=22403 nccl-library=22403
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 1 minBytes 1048576 maxBytes 268435456 step: 1048576(bytes) warmup iters: 1 iters: 20 agg iters: 1 validation: 1 graph: 0
#
# Using devices
# nccl-tests version 2.17.8 nccl-headers=22403 nccl-library=22403
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 1 minBytes 1048576 maxBytes 268435456 step: 1048576(bytes) warmup iters: 1 iters: 20 agg iters: 1 validation: 1 graph: 0
#
# Using devices
# nccl-tests version 2.17.8 nccl-headers=22403 nccl-library=22403
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 1 minBytes 1048576 maxBytes 268435456 step: 1048576(bytes) warmup iters: 1 iters: 20 agg iters: 1 validation: 1 graph: 0
#
# Using devices
# nccl-tests version 2.17.8 nccl-headers=22403 nccl-library=22403
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 1 minBytes 1048576 maxBytes 268435456 step: 1048576(bytes) warmup iters: 1 iters: 20 agg iters: 1 validation: 1 graph: 0
#
# Using devices
# nccl-tests version 2.17.8 nccl-headers=22403 nccl-library=22403
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 1 minBytes 1048576 maxBytes 268435456 step: 1048576(bytes) warmup iters: 1 iters: 20 agg iters: 1 validation: 1 graph: 0
#
# Using devices
# nccl-tests version 2.17.8 nccl-headers=22403 nccl-library=22403
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 1 minBytes 1048576 maxBytes 268435456 step: 1048576(bytes) warmup iters: 1 iters: 20 agg iters: 1 validation: 1 graph: 0
#
# Using devices
# nccl-tests version 2.17.8 nccl-headers=22403 nccl-library=22403
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 1 minBytes 1048576 maxBytes 268435456 step: 1048576(bytes) warmup iters: 1 iters: 20 agg iters: 1 validation: 1 graph: 0
#
# Using devices
#  Rank  0 Group  0 Pid 698977 on  skampere1 device  0 [0000:84:00] NVIDIA A100-SXM4-80GB
#  Rank  0 Group  0 Pid 698979 on  skampere1 device  0 [0000:84:00] NVIDIA A100-SXM4-80GB
#  Rank  0 Group  0 Pid 698978 on  skampere1 device  0 [0000:84:00] NVIDIA A100-SXM4-80GB
#  Rank  0 Group  0 Pid 698976 on  skampere1 device  0 [0000:84:00] NVIDIA A100-SXM4-80GB
#  Rank  0 Group  0 Pid 698985 on  skampere1 device  0 [0000:84:00] NVIDIA A100-SXM4-80GB
#  Rank  0 Group  0 Pid 698981 on  skampere1 device  0 [0000:84:00] NVIDIA A100-SXM4-80GB
#  Rank  0 Group  0 Pid 698983 on  skampere1 device  0 [0000:84:00] NVIDIA A100-SXM4-80GB
#  Rank  0 Group  0 Pid 698986 on  skampere1 device  0 [0000:84:00] NVIDIA A100-SXM4-80GB
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
     5242880       1310720     float     sum      -1  1865.00    2.81    0.00       0     0.13   41283    0.00       0
    19922944       4980736     float     sum      -1  2559.80    7.78    0.00       0     0.09  213080    0.00       0
     7340032       1835008     float     sum      -1  1739.38    4.22    0.00       0     0.11   67650    0.00       0
     6291456       1572864     float     sum      -1   715.78    8.79    0.00       0     0.10   65536    0.00       0
     8388608       2097152     float     sum      -1   446.18   18.80    0.00       0     0.10   86037    0.00       0
    15728640       3932160     float     sum      -1   487.81   32.24    0.00       0     0.09  174763    0.00       0
     6291456       1572864     float     sum      -1  1346.27    4.67    0.00       0     0.10   66226    0.00       0
    38797312       9699328     float     sum      -1  1857.32   20.89    0.00       0     0.09  410554    0.00       0
     6291456       1572864     float     sum      -1  1686.61    3.73    0.00       0     0.11   55677    0.00       0
     8388608       2097152     float     sum      -1  1856.87    4.52    0.00       0     0.10   82241    0.00       0
    20971520       5242880     float     sum      -1  1387.04   15.12    0.00       0     0.10  211834    0.00       0
     7340032       1835008     float     sum      -1   764.84    9.60    0.00       0     0.10   72316    0.00       0
     9437184       2359296     float     sum      -1   961.09    9.82    0.00       0     0.10   93902    0.00       0
    16777216       4194304     float     sum      -1  2653.78    6.32    0.00       0     0.10  172961    0.00       0
     7340032       1835008     float     sum      -1   359.27   20.43    0.00       0     0.09   78925    0.00       0
     7340032       1835008     float     sum      -1  2666.23    2.75    0.00       0     0.10   71961    0.00       0
    39845888       9961472     float     sum      -1   290.94  136.96    0.00       0     0.10  419430    0.00       0
     8388608       2097152     float     sum      -1   735.91   11.40    0.00       0     0.09   91181    0.00       0
     9437184       2359296     float     sum      -1  1262.89    7.47    0.00       0     0.10   93437    0.00       0
    10485760       2621440     float     sum      -1  1295.43    8.09    0.00       0     0.10  109227    0.00       0
    22020096       5505024     float     sum      -1   735.15   29.95    0.00       0     0.10  218021    0.00       0
     8388608       2097152     float     sum      -1   318.39   26.35    0.00       0     0.11   74565    0.00       0
    17825792       4456448     float     sum      -1  1323.48   13.47    0.00       0     0.10  185685    0.00       0
     8388608       2097152     float     sum      -1   306.54   27.37    0.00       0     0.12   70198    0.00       0
     9437184       2359296     float     sum      -1   876.95   10.76    0.00       0     0.10   99339    0.00       0
    40894464      10223616     float     sum      -1  1307.07   31.29    0.00       0     0.10  415172    0.00       0
    10485760       2621440     float     sum      -1  1044.24   10.04    0.00       0     0.10  109227    0.00       0
    11534336       2883584     float     sum      -1  1439.49    8.01    0.00       0     0.10  115343    0.00       0
    23068672       5767168     float     sum      -1  2515.86    9.17    0.00       0     0.10  234200    0.00       0
     9437184       2359296     float     sum      -1  1311.22    7.20    0.00       0     0.09   99864    0.00       0
    18874368       4718592     float     sum      -1  1314.40   14.36    0.00       0     0.09  201865    0.00       0
     9437184       2359296     float     sum      -1   657.58   14.35    0.00       0     0.09   99864    0.00       0
    10485760       2621440     float     sum      -1  1012.86   10.35    0.00       0     0.09  113976    0.00       0
    11534336       2883584     float     sum      -1   404.06   28.55    0.00       0     0.10  118911    0.00       0
    12582912       3145728     float     sum      -1  1733.73    7.26    0.00       0     0.09  135300    0.00       0
    41943040      10485760     float     sum      -1  1061.69   39.51    0.00       0     0.10  430185    0.00       0
    24117248       6029312     float     sum      -1  2049.49   11.77    0.00       0     0.10  238785    0.00       0
